ticker,company_name,sector,industry,current_price,market_cap,financial_score,moat_score,risk_deduction,total_score,passing,dividend_yield
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated,116.54,496838836224,4.0,1.5,0,5.5,False,3.54
EPD,Enterprise Products Partners L.P.,Energy,Oil & Gas Midstream,32.61,70608723968,4.0,1.5,0,5.5,False,6.69
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,150.0,302223360000,4.0,1.5,0,5.5,False,4.56
NFG,National Fuel Gas Company,Energy,Oil & Gas Integrated,81.79,7392709120,4.0,1.5,0,5.5,False,2.62
