ticker,company_name,sector,industry,current_price,market_cap,financial_score,moat_score,risk_deduction,total_score,passing,dividend_yield
CATC,CATCo Reinsurance Opps C,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
BAN,BAN,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
AAR,AAR,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
ISRCE,ISRCE,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
CWL,CWL,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
EMGR,EMGR,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
CLE,CLE,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
COLE,COLE,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
FEL,FEL,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
HHV,HHV,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
FUV,FUV,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
FRL,FRL,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
LAF,LAF,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
LAN,LAN,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
IO,IO,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
IRNR,IRNR,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
OOR,OOR,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
MGE,MGE,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
NDS,NDS,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
MYOR,MYOR,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
SJW,SJW,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
SIS,SIS,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
VWAB,VWAB,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
UMB,UMB,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
WTR,WTR,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
YBW,YBW,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
YWL,YWL,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
ZKP,ZKP,N/A,N/A,0.0,0,2.0,0.0,0,2.0,False,0.0
